Features,Source,Target,Model,Seed,Site_ID,RMSE_kW,Skill
common,HKUST,HKUST,GBM,123,UG Hall3,0.35577804215749825,0.03903693515810902
common,HKUST,HKUST,GBM,123,UG Hall4,0.36849145315119014,0.07477160292434815
common,HKUST,HKUST,GBM,123,UG Hall6,0.30790888547518475,0.06693140560294053
common,HKUST,HKUST,GBM,123,UG Hall7,0.2773508543323918,0.021031577170816385
common,HKUST,HKUST,GBM,123,UG Hall8,0.3149511740963465,0.11356898412933303
common,HKUST,HKUST,GBM,123,UG Hall9,0.317801848929323,0.038354860080467956
common,HKUST,HKUST,GBM,123,Wong Check She Research Centre,1.3940622683386548,0.06047082411456228
common,HKUST,HKUST,GBM,123,Zone A1,0.3463371588270965,0.06182045961728344
common,HKUST,HKUST,GBM,123,Zone A2,2.626950905083006,0.0007925212148158778
common,HKUST,HKUST,GBM,123,Zone A4,0.6931232943592414,0.052452492956292285
common,HKUST,HKUST,GBM,123,Zone A5,0.20493576259797777,0.060605088969427956
common,HKUST,HKUST,GBM,123,Zone A6,0.7132384125156509,0.05717561758664658
common,HKUST,HKUST,GBM,123,Zone A7,0.12883635175687705,0.07598033788103464
common,HKUST,HKUST,GBM,123,Zone D,1.0986568545412791,0.06395843999138262
common,HKUST,HKUST,GBM,123,Zone J1,0.3082527931063746,0.06609552379807249
common,HKUST,HKUST,GBM,123,Zone J2,0.43165255615506315,0.01801666447969119
common,HKUST,HKUST,GBM,123,Zone L2,0.11718103135885681,0.09320844365913816
common,HKUST,PVDAQ,GBM,123,1199,1.5694803901157446,-0.25912958963748434
common,HKUST,PVDAQ,GBM,123,1239,1.3181581226980796,0.14689149336480367
common,HKUST,PVDAQ,GBM,123,1283,18.076883274381345,0.09981275915911891
common,HKUST,PVDAQ,GBM,123,1367,6.034746804304163,-0.11890177282443237
common,HKUST,PVDAQ,GBM,123,1422,0.3091588192654864,0.08984785645650073
common,HKUST,PVDAQ,GBM,123,34,13.802560516594653,0.13328382042623688
common,HKUST,PVDAQ,GBM,123,4,0.05067043610790609,0.07681498097546602
common,PVDAQ,DKASC,GBM,42,DKASC_1,2.685962335714685,0.030345838547153448
common,PVDAQ,HKUST,GBM,42,Indoor Sports Centre,0.4570701350465606,0.09905670996853488
common,PVDAQ,HKUST,GBM,42,LSK North,0.7839478203522551,0.08162268407474849
common,PVDAQ,HKUST,GBM,42,LSK South,0.2705263644990676,0.04764106602135343
common,PVDAQ,HKUST,GBM,42,Library,1.5849251040932306,0.11164992347597769
common,PVDAQ,HKUST,GBM,42,S H Ho Sports Hall,0.4157007340360286,0.004765710068073581
common,PVDAQ,HKUST,GBM,42,SQ Apartment1-12,0.24521557120262188,0.07658914945927087
